timestamp,buyer,seller,symbol,currency,price,quantity
318800,,SUBMISSION,STARFRUIT,SEASHELLS,4966,4
318800,SUBMISSION,Rhianna,STARFRUIT,SEASHELLS,4964,2
318800,Adam,Rhianna,STARFRUIT,SEASHELLS,4962,1
319000,Valentina,Remy,AMETHYSTS,SEASHELLS,9998,1
319500,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4963,1
319600,Valentina,SUBMISSION,STARFRUIT,SEASHELLS,4964,3
319600,Valentina,Vinnie,STARFRUIT,SEASHELLS,4964,2
319800,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,9999,1
320100,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
320100,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
320300,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
320300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4966,1
320400,,SUBMISSION,STARFRUIT,SEASHELLS,4967,1
320500,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4964,1
320900,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10003,3
321100,Valentina,SUBMISSION,STARFRUIT,SEASHELLS,4965,4
321300,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
321300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4965,2
321600,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4962,1
321800,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4962,1
321900,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
321900,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4961,1
322000,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4962,1
322100,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4962,1
322700,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
322900,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4962,1
323200,Amelia,SUBMISSION,STARFRUIT,SEASHELLS,4963,5
323200,Amelia,Valentina,STARFRUIT,SEASHELLS,4966,10
323400,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
323500,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
323900,Valentina,SUBMISSION,STARFRUIT,SEASHELLS,4963,4
324100,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,2
324100,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4962,2
324200,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
324200,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
324200,,SUBMISSION,STARFRUIT,SEASHELLS,4965,5
324200,Rhianna,SUBMISSION,STARFRUIT,SEASHELLS,4965,5
324300,Remy,Valentina,STARFRUIT,SEASHELLS,4966,1
324600,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9998,6
325000,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,5
325100,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
325100,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4963,1
325200,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,3
325500,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4965,1
325900,SUBMISSION,,STARFRUIT,SEASHELLS,4964,5
326000,SUBMISSION,Amelia,AMETHYSTS,SEASHELLS,9998,2
326200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4965,1
326300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4965,1
326400,,SUBMISSION,STARFRUIT,SEASHELLS,4969,1
326400,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4969,1
326500,SUBMISSION,,STARFRUIT,SEASHELLS,4965,3
326600,,SUBMISSION,STARFRUIT,SEASHELLS,4969,1
326600,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4969,1
326700,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4967,1
326800,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
326900,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10000,1
326900,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4966,1
327000,SUBMISSION,Amelia,STARFRUIT,SEASHELLS,4965,9
327000,Valentina,Amelia,STARFRUIT,SEASHELLS,4963,6
327100,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,2
327100,Rhianna,SUBMISSION,AMETHYSTS,SEASHELLS,10002,2
327700,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4967,1
327800,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
327800,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4968,1
328000,,SUBMISSION,STARFRUIT,SEASHELLS,4971,7
328000,Adam,SUBMISSION,STARFRUIT,SEASHELLS,4971,3
328000,Adam,SUBMISSION,STARFRUIT,SEASHELLS,4971,4
328400,Valentina,SUBMISSION,STARFRUIT,SEASHELLS,4967,2
328400,Valentina,SUBMISSION,STARFRUIT,SEASHELLS,4967,1
328600,Remy,Valentina,STARFRUIT,SEASHELLS,4972,1
328900,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
328900,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4969,1
329000,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4971,1
329100,Amelia,SUBMISSION,AMETHYSTS,SEASHELLS,10001,10
329300,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
329700,Valentina,SUBMISSION,AMETHYSTS,SEASHELLS,9998,1
329800,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
329800,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,3
330400,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4970,1
330600,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9999,3
330600,Vladimir,Ruby,AMETHYSTS,SEASHELLS,9998,2
331100,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
331200,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
331300,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,9
331300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4971,1
331400,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
331400,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
331600,Rhianna,Valentina,STARFRUIT,SEASHELLS,4973,4
331700,Valentina,SUBMISSION,AMETHYSTS,SEASHELLS,9998,1
331800,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,10000,1
331800,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,10000,1
331800,Vinnie,Remy,STARFRUIT,SEASHELLS,4972,1
332100,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
332200,SUBMISSION,Ruby,STARFRUIT,SEASHELLS,4970,7
332200,Vladimir,Ruby,STARFRUIT,SEASHELLS,4969,1
332200,Valentina,Ruby,STARFRUIT,SEASHELLS,4969,2
332500,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
333100,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
333100,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4973,2
333200,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
333300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4972,1
333500,SUBMISSION,Amelia,AMETHYSTS,SEASHELLS,9998,9
333600,Ruby,SUBMISSION,STARFRUIT,SEASHELLS,4972,2
333900,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,2
333900,Rhianna,SUBMISSION,AMETHYSTS,SEASHELLS,10002,2
334100,SUBMISSION,,STARFRUIT,SEASHELLS,4971,1
334100,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4971,1
334300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4972,1
334500,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4973,1
335000,,SUBMISSION,STARFRUIT,SEASHELLS,4976,1
335000,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4976,1
335300,Valentina,Remy,AMETHYSTS,SEASHELLS,9998,1
335400,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10000,1
335500,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
335500,SUBMISSION,Ruby,STARFRUIT,SEASHELLS,4972,9
335500,Valentina,Ruby,STARFRUIT,SEASHELLS,4970,3
335600,Valentina,SUBMISSION,STARFRUIT,SEASHELLS,4974,5
335600,Valentina,Vinnie,STARFRUIT,SEASHELLS,4974,1
335800,Valentina,Remy,AMETHYSTS,SEASHELLS,9998,1
336000,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9996,8
336200,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,9998,1
336200,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4976,1
336400,,SUBMISSION,STARFRUIT,SEASHELLS,4977,1
336400,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4977,1
336500,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9999,3
336600,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,2
336600,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4974,2
336700,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4974,1
336800,Vinnie,Ruby,AMETHYSTS,SEASHELLS,9996,1
336800,Valentina,Ruby,AMETHYSTS,SEASHELLS,9996,2
336800,Valentina,Remy,AMETHYSTS,SEASHELLS,9998,1
336900,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4974,1
337100,Valentina,Remy,AMETHYSTS,SEASHELLS,9998,1
337200,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,2
337200,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9999,1
337200,Vladimir,Ruby,AMETHYSTS,SEASHELLS,9998,1
337200,Rhianna,Remy,STARFRUIT,SEASHELLS,4975,2
337500,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,5
337500,Rhianna,SUBMISSION,AMETHYSTS,SEASHELLS,10002,5
337600,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
337600,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4973,1
337800,Valentina,Adam,STARFRUIT,SEASHELLS,4972,7
337900,Valentina,Remy,STARFRUIT,SEASHELLS,4972,1
338200,Valentina,SUBMISSION,STARFRUIT,SEASHELLS,4972,3
338300,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
338300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4970,1
338300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4972,1
338600,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4971,1
339000,Valentina,Remy,AMETHYSTS,SEASHELLS,9998,1
339200,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,2
339600,,SUBMISSION,STARFRUIT,SEASHELLS,4974,1
339600,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4974,1
339900,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
340100,,SUBMISSION,STARFRUIT,SEASHELLS,4974,1
340100,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4974,1
340200,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
340500,,SUBMISSION,STARFRUIT,SEASHELLS,4974,1
340500,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4974,1
340700,SUBMISSION,Amelia,AMETHYSTS,SEASHELLS,9999,2
340700,SUBMISSION,Amelia,AMETHYSTS,SEASHELLS,9999,2
340700,SUBMISSION,Amelia,AMETHYSTS,SEASHELLS,9999,3
340700,Ruby,Amelia,AMETHYSTS,SEASHELLS,9996,5
340900,SUBMISSION,Amelia,STARFRUIT,SEASHELLS,4972,8
340900,Valentina,Amelia,STARFRUIT,SEASHELLS,4970,3
341000,Amelia,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
341200,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9999,1
341200,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9999,1
341200,Valentina,Rhianna,STARFRUIT,SEASHELLS,4971,3
341300,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
341300,Rhianna,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
341300,,SUBMISSION,STARFRUIT,SEASHELLS,4975,1
341300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4975,1
341400,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
341400,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4972,1
341500,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4974,1
341700,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,3
341700,,SUBMISSION,STARFRUIT,SEASHELLS,4976,1
341900,Valentina,SUBMISSION,AMETHYSTS,SEASHELLS,9998,1
342000,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,10
342100,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4972,1
342300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4973,1
342600,Ruby,Adam,STARFRUIT,SEASHELLS,4971,7
342900,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
342900,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4974,2
343500,,SUBMISSION,STARFRUIT,SEASHELLS,4978,1
343700,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4975,1
343700,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
344100,Remy,Amelia,AMETHYSTS,SEASHELLS,10002,1
344200,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9999,2
344300,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
344800,,SUBMISSION,STARFRUIT,SEASHELLS,4978,1
344800,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4978,1
345100,SUBMISSION,,STARFRUIT,SEASHELLS,4974,1
345100,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4974,1
345400,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,10000,1
345400,,SUBMISSION,STARFRUIT,SEASHELLS,4978,1
345500,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
345500,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
345500,SUBMISSION,,STARFRUIT,SEASHELLS,4974,2
345500,SUBMISSION,Rhianna,STARFRUIT,SEASHELLS,4974,2
345800,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,4
345800,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9998,5
345800,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9998,1
345900,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4976,1
346200,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9999,5
346200,Valentina,Ruby,AMETHYSTS,SEASHELLS,9996,1
346200,Vinnie,Ruby,AMETHYSTS,SEASHELLS,9996,1
346400,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10000,1
346600,Amelia,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
347100,Valentina,Remy,AMETHYSTS,SEASHELLS,9998,1
347500,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10000,2
347500,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4977,1
347800,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4974,1
347800,Amelia,SUBMISSION,STARFRUIT,SEASHELLS,4976,7
347800,Amelia,Valentina,STARFRUIT,SEASHELLS,4979,1
348100,SUBMISSION,,STARFRUIT,SEASHELLS,4973,1
348600,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4978,1
348700,Valentina,SUBMISSION,STARFRUIT,SEASHELLS,4977,3
348800,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4977,1
349000,SUBMISSION,,STARFRUIT,SEASHELLS,4975,1
349100,SUBMISSION,,STARFRUIT,SEASHELLS,4975,1
349200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4976,1
349400,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,4
349400,,SUBMISSION,STARFRUIT,SEASHELLS,4980,1
349400,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4980,1
349400,Ruby,Valentina,AMETHYSTS,SEASHELLS,10004,2
349400,Ruby,Vinnie,AMETHYSTS,SEASHELLS,10004,1
349500,Remy,Valentina,STARFRUIT,SEASHELLS,4980,1
349600,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
349600,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4977,1
349700,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,8
349900,,SUBMISSION,STARFRUIT,SEASHELLS,4979,1
350400,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10000,3
350400,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10000,3
350400,SUBMISSION,,STARFRUIT,SEASHELLS,4976,1
350400,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4976,1
350600,Amelia,SUBMISSION,STARFRUIT,SEASHELLS,4978,9
350700,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,5
350700,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9998,5
350800,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,2
350800,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4976,1
350800,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4976,1
350900,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
350900,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
351000,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
351000,Remy,Valentina,STARFRUIT,SEASHELLS,4980,1
351400,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
351400,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4980,2
351500,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4978,1
351800,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,2
351800,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10002,4
351800,Rhianna,SUBMISSION,AMETHYSTS,SEASHELLS,10002,2
351800,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10002,2
352200,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
352800,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4978,1
352800,Valentina,SUBMISSION,STARFRUIT,SEASHELLS,4980,4
352900,Remy,Valentina,STARFRUIT,SEASHELLS,4982,1
353100,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
353100,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4979,1
353200,Adam,Valentina,AMETHYSTS,SEASHELLS,10002,1
353200,Rhianna,Vladimir,AMETHYSTS,SEASHELLS,10002,1
353200,Adam,Vladimir,AMETHYSTS,SEASHELLS,10002,6
353500,Ruby,SUBMISSION,STARFRUIT,SEASHELLS,4980,5
353500,Ruby,Valentina,STARFRUIT,SEASHELLS,4982,8
353600,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,2
353600,SUBMISSION,,STARFRUIT,SEASHELLS,4977,9
353600,SUBMISSION,Adam,STARFRUIT,SEASHELLS,4977,1
353600,SUBMISSION,Adam,STARFRUIT,SEASHELLS,4977,2
353600,Valentina,Adam,STARFRUIT,SEASHELLS,4977,6
353600,Valentina,Remy,STARFRUIT,SEASHELLS,4976,2
354200,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,9999,1
354200,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4979,1
354300,Rhianna,SUBMISSION,AMETHYSTS,SEASHELLS,10001,3
354300,SUBMISSION,,STARFRUIT,SEASHELLS,4977,9
354300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4978,1
354500,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
354600,,SUBMISSION,STARFRUIT,SEASHELLS,4980,2
354600,Rhianna,SUBMISSION,STARFRUIT,SEASHELLS,4980,2
354600,Rhianna,SUBMISSION,STARFRUIT,SEASHELLS,4980,3
354700,Remy,Valentina,STARFRUIT,SEASHELLS,4981,1
354900,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,6
355100,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
355100,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4976,2
355300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4978,1
355500,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
355500,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
356100,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4977,1
356600,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
356600,Amelia,SUBMISSION,AMETHYSTS,SEASHELLS,10002,9
356600,Amelia,SUBMISSION,AMETHYSTS,SEASHELLS,10002,2
356600,Amelia,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
356600,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
356600,SUBMISSION,,STARFRUIT,SEASHELLS,4977,2
356600,SUBMISSION,Rhianna,STARFRUIT,SEASHELLS,4977,2
356800,Ruby,SUBMISSION,STARFRUIT,SEASHELLS,4979,8
357200,Adam,Remy,STARFRUIT,SEASHELLS,4975,1
357200,Adam,Valentina,STARFRUIT,SEASHELLS,4979,6
357500,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9998,4
357500,Valentina,Ruby,AMETHYSTS,SEASHELLS,9995,1
357600,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
357700,Amelia,SUBMISSION,STARFRUIT,SEASHELLS,4978,2
357800,Ruby,SUBMISSION,STARFRUIT,SEASHELLS,4978,1
358000,SUBMISSION,Amelia,AMETHYSTS,SEASHELLS,9999,2
358400,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10000,7
358500,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4977,1
358600,SUBMISSION,,STARFRUIT,SEASHELLS,4975,1
358600,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4975,1
358600,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
358700,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
359300,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9998,4
359300,Valentina,Ruby,AMETHYSTS,SEASHELLS,9995,2
359600,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
359700,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,5
359800,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
359800,SUBMISSION,,STARFRUIT,SEASHELLS,4976,1
359900,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9997,1
359900,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4976,1
360000,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9999,1
360000,Ruby,SUBMISSION,STARFRUIT,SEASHELLS,4980,8
360000,Ruby,Valentina,STARFRUIT,SEASHELLS,4983,3
360100,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4978,1
360400,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
360400,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
360900,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
360900,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9998,4
361300,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
361300,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
361300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4979,2
361700,Remy,Valentina,STARFRUIT,SEASHELLS,4983,1
361800,SUBMISSION,Ruby,STARFRUIT,SEASHELLS,4981,4
362100,SUBMISSION,Amelia,STARFRUIT,SEASHELLS,4980,8
362100,Valentina,Amelia,STARFRUIT,SEASHELLS,4978,1
362500,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10000,1
362700,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
362700,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
362800,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,7
362800,Adam,SUBMISSION,AMETHYSTS,SEASHELLS,10002,3
362800,Adam,SUBMISSION,AMETHYSTS,SEASHELLS,10002,2
362900,,SUBMISSION,STARFRUIT,SEASHELLS,4984,1
363200,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
363200,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
363300,,SUBMISSION,STARFRUIT,SEASHELLS,4984,1
363300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4984,1
363900,SUBMISSION,Ruby,STARFRUIT,SEASHELLS,4981,9
363900,Valentina,Ruby,STARFRUIT,SEASHELLS,4979,5
364000,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
364100,,SUBMISSION,STARFRUIT,SEASHELLS,4984,1
364100,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4984,1
364600,,SUBMISSION,STARFRUIT,SEASHELLS,4984,1
364600,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4984,1
365000,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4979,1
365300,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9999,4
365300,,SUBMISSION,STARFRUIT,SEASHELLS,4983,1
365300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4983,1
365300,Vladimir,Ruby,AMETHYSTS,SEASHELLS,9998,1
365300,Vladimir,Remy,AMETHYSTS,SEASHELLS,9998,1
365400,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,5
365900,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,5
365900,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9998,5
365900,,SUBMISSION,STARFRUIT,SEASHELLS,4982,1
365900,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4982,1
366100,Valentina,Remy,AMETHYSTS,SEASHELLS,9998,1
366200,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
366200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4980,1
366500,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,10002,1
366500,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4981,1
366700,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4980,1
366800,,SUBMISSION,STARFRUIT,SEASHELLS,4983,1
367000,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4981,1
367000,Ruby,SUBMISSION,STARFRUIT,SEASHELLS,4983,2
367100,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,10
367100,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,2
367100,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4981,1
367200,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
368000,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
368000,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4983,2
368100,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4982,1
368100,Rhianna,Vladimir,AMETHYSTS,SEASHELLS,10002,1
368100,Remy,Vinnie,AMETHYSTS,SEASHELLS,10004,1
368500,Valentina,SUBMISSION,STARFRUIT,SEASHELLS,4980,5
368600,SUBMISSION,,STARFRUIT,SEASHELLS,4980,4
368700,Valentina,SUBMISSION,AMETHYSTS,SEASHELLS,9998,2
368700,SUBMISSION,,STARFRUIT,SEASHELLS,4980,1
368700,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4980,1
368700,Valentina,SUBMISSION,STARFRUIT,SEASHELLS,4981,3
368800,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
368800,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4983,1
369000,SUBMISSION,,STARFRUIT,SEASHELLS,4980,4
369000,SUBMISSION,Adam,STARFRUIT,SEASHELLS,4980,6
369100,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
369100,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4983,1
